date,END,ticker,label,open,close,high,low,VALUE,volume,prev_dir,sma_5,ema_5,dema_5,tema_5,trima_5,sma_10,ema_10,dema_10,tema_10,trima_10,sma_15,ema_15,dema_15,tema_15,trima_15,sma_20,ema_20,dema_20,tema_20,trima_20,sma_25,ema_25,dema_25,tema_25,trima_25,sma_50,ema_50,dema_50,tema_50,trima_50,sma_100,ema_100,dema_100,tema_100,trima_100,macd,macd_signal,macd_hist,tp,wc,wr_5,stoch_k_5,stoch_d_5,roc_5,wr_10,stoch_k_10,stoch_d_10,roc_10,wr_14,stoch_k_14,stoch_d_14,roc_14,cci_5,cci_10,cci_14,rsi_14,adx_14,ppo,tr,atr_14,aroon_up_25,aroon_down_25,obv,cmf_20,chaikin_ad,bop
2016-12-15,2016-12-15 23:59:59,SBER,0,0.7104386410767405,0.6008862134709771,0.5954951938740307,0.3993621741667109,0.019238747511789982,0.019111115419554507,0.0,0.7107576806992916,0.7253004736140914,0.6451484585321837,0.6297241623489322,0.8948896186305184,0.8774942212309864,0.8003820881705597,0.6965210341168151,0.6326476380862996,0.8541138182126545,0.8461173379661393,0.8164544537322548,0.8073979946866978,0.6820750982611313,0.8600542812389916,0.8942605488819639,0.8246934394283207,0.8209492450249597,0.7890928557331117,0.8327378627868333,0.8596459159488467,0.8285707705585559,0.8309891926578181,0.8178001307439503,0.7880808663836694,0.8348352221833061,0.8192017672261509,0.8470183131284964,0.8484623531902113,0.7372319904651495,0.7976876649248255,0.7931369774641334,0.7994806982133549,0.8407857359391357,0.781620066768355,0.07743662376873628,0.40939127565445194,0.5099246572508709,0.610987478691502,0.6077758570146252,0.003249398949802853,0.0030543817350654518,0.0991566112150559,0.8949722282865404,0.0019988183483144344,0.002380411877750403,0.18224964411201447,0.7536877839535954,0.0019988183483144344,0.0032107429972916953,0.17641219744855932,0.25554664063503435,0.5293918830538176,0.5239718516352606,0.7632914083992087,0.5059958660327529,0.375722483231799,0.07741532109818755,0.036376217456565135,0.11667424742351545,0.01870748299319728,0.01360544217687075,0.7648167172052251,0.2940480181768532,0.8248104827339398,0.21209504144602423
2016-12-19,2016-12-19 23:59:59,SBER,1,0.7707396174858496,0.5848920592034323,0.614761672450391,0.40801404010992454,0.00932528090186955,0.009218472846824945,0.0,0.6662761831743841,0.7032963823039032,0.6327818699285717,0.625646293767235,0.8591507514616877,0.8514027186107808,0.7716598468890463,0.6731345969787176,0.6141497723558442,0.8594845600767149,0.8522694985402185,0.7881771139326014,0.7785563062558231,0.6584582147729648,0.8559234168069718,0.8696020222047094,0.7979359371262067,0.7919872063409751,0.7606432454489895,0.8470448138736069,0.8695885600395846,0.803525905017159,0.8027405015296957,0.788302447968383,0.8006713114777348,0.827898081878374,0.8008268157242269,0.8246717146298838,0.8226738584093636,0.7407325209081425,0.7857183788678477,0.7800632766001534,0.7847552976871313,0.823615135094438,0.7817706645453258,0.07724333949323008,0.4083931990682485,0.5097963817319433,0.6191734192745693,0.6082190893246213,0.0021697581565418176,0.004537213658471838,0.07681301858907169,0.8945642259630289,0.0024173141660999375,0.002269886659657752,0.18741691339621694,0.7524515724447431,0.0023996265014699374,0.0030621403872946574,0.18762732774361388,0.2554743438625533,0.42474520538505917,0.5240409632575743,0.763433671181408,0.4962297286213066,0.3499992343098951,0.07722883548382681,0.03227962357620595,0.0619832122651802,0.01855287569573284,0.01020408163265306,0.6922503658155734,0.291897160366944,0.5904569155825983,0.21910102159052378
2016-12-21,2016-12-21 23:59:59,SBER,0,0.8149920931613999,0.5541955010969583,0.8112535649807671,0.430925774181882,0.04169645806618299,0.04057403130244627,1.0,0.6794920642510082,0.6954559584439465,0.6290247525594209,0.6216795021534229,0.8085380646966956,0.8651463804801038,0.7584581708629029,0.6643666230267558,0.609123165323518,0.8752406111914381,0.8579493031081706,0.7737333328081072,0.7651595412449572,0.6490427794934918,0.862147825841991,0.8576113820875195,0.7837373021467766,0.7772171174167798,0.7473517599247836,0.8578276257561527,0.8722672437670818,0.7901123165189219,0.7876639312208968,0.7733417172413197,0.8165966913196587,0.8178748471914565,0.7917285438722186,0.8125857137173318,0.8082826339918268,0.7429566131138234,0.8025623052105044,0.7747335909382562,0.7779066918746398,0.815008216155148,0.7823954013034935,0.07715784673952851,0.40778844088013305,0.5096675239936783,0.7134686424433012,0.6623145487966349,0.006612815536378261,0.0011610302823972496,0.10173026264305805,0.8940833831670387,0.007544258203234469,0.0014827467512727578,0.15660117541526533,0.7527270609290523,0.007069852010400387,0.0021656909534285623,0.1577897686779382,0.25508915188958153,0.530577202674137,0.5273806790261284,0.7647856673661543,0.44218813369136206,0.38125270780663645,0.07714674215240387,0.15553501933158864,0.35060948872588116,0.01836734693877551,0.0,0.4733841422680366,0.2895970966068377,0.2439587200561753,0.21596393328001082
2016-12-22,2016-12-22 23:59:59,SBER,1,0.753373245706859,0.48581682166093487,0.4561953272299657,0.35658787983592555,0.009565087848489404,0.00978236390688424,0.0,0.6423389286925811,0.6387985163728116,0.5708588372507118,0.5490073811181198,0.7912998629886,0.7819459089816277,0.7048629651607177,0.6170654300518584,0.5637840959937895,0.8691069766614277,0.8282395996827191,0.7216695603371983,0.713567511374871,0.6045905125599514,0.8645637839995999,0.7964624522853024,0.7328522670968161,0.7262949588538173,0.6974595073844365,0.8564321295904536,0.8505766677899917,0.7404063848295164,0.7373235624775277,0.7225307979715385,0.8222133256104471,0.8063089581986693,0.7475414430113925,0.7662450629340605,0.7598590254599431,0.7437845667243923,0.7812810497201281,0.7367210231145317,0.739669746464318,0.7741888362554717,0.7825351065842353,0.07682105162677079,0.40711198000900845,0.508896538772484,0.45779255997498414,0.4666703612160791,0.0034607795725309304,0.0,0.028939310355960646,0.8917283930491364,0.005231645072946524,0.0005271232411134419,0.07784466170414577,0.7486263908240796,0.003947968995567315,0.0020622007000984416,0.11757723395410152,0.25456047987002456,0.5284920747254496,0.5204749780742493,0.7615672535071486,0.31938484336800965,0.24962786648497892,0.07682170909345462,0.022813672489759365,0.1473346357957609,0.018259935553168634,0.02040816326530612,0.5139529483512413,0.28469506336169187,0.32997533897619086,0.23510606957177127
2016-12-27,2016-12-27 23:59:59,SBER,1,0.7912589355810601,0.5830104468771009,0.6340377415885468,0.4037407130304836,0.012820146060631388,0.012694235652530693,1.0,0.650156293228131,0.6921246708666335,0.6417271457479988,0.6455776594333507,0.7740131224273448,0.7480303452164483,0.7335266071238217,0.6558550482097995,0.6122052363797791,0.8289238959358012,0.8372183275857762,0.7393892940285919,0.741439503603251,0.6382367470938157,0.8652245437675934,0.8261375145124831,0.7453145819376766,0.745492485342907,0.7245856021981756,0.8563760777426499,0.8355741152083728,0.7501639443383126,0.7514225508761084,0.7430395664581,0.8323438669293538,0.8269212426696054,0.754433814725318,0.7729572324505257,0.7675887258096555,0.7500249173695425,0.7748023892523396,0.7438191727133493,0.745880983230073,0.7802861680332183,0.7822895681871194,0.0769891761341435,0.4063451558634782,0.5102241661328296,0.6240054050609013,0.610913334438303,0.002570595062334666,0.003669463897211922,0.2923701893138143,0.8956739287930606,0.002548442411160133,0.0024119557215239364,0.250220513597167,0.7549685510234461,0.002764342072259631,0.0028106081688872558,0.1946805974066298,0.25517041249988626,0.5300654778749304,0.5243229712186717,0.7932524305856139,0.4977950769472255,0.21662237804682774,0.07698762205742077,0.0559962838061987,0.0541582704984363,0.017857142857142856,0.02040816326530612,0.6673787992768595,0.3234003585725801,0.6482749127444264,0.2189863831623843
2016-12-28,2016-12-28 23:59:59,SBER,1,0.7952299865008206,0.5344499662181315,0.6628747498395907,0.4067396540609017,0.02606743842978023,0.02575819033287822,1.0,0.6438231661317606,0.6661512069361722,0.6118630703232689,0.6038061462819192,0.7649813425615142,0.7541560272563004,0.7104397560144462,0.6357728714805121,0.5922370907275849,0.8147583381694168,0.8200250167336002,0.7162397125795943,0.7195602989724226,0.6198325518022841,0.864540659978138,0.8100847025039306,0.7220020410353769,0.7232409544471599,0.7036195408267478,0.8550790123745291,0.8243086040445737,0.7269053200555416,0.728807874777846,0.7210843352637731,0.8339582786690054,0.8118568097170185,0.7329230048969868,0.7507462540389894,0.7448103048249709,0.7516400601602051,0.7671452322045578,0.7251244992528183,0.7271455196874074,0.7604041078699972,0.7819645500341665,0.0767932843167095,0.4060268963945383,0.5103627844965226,0.6166177564790445,0.5902641419328154,0.0026080444437188554,0.003470694016394572,0.15499036963924137,0.8955099841919012,0.003039765090259653,0.0009239346513902047,0.14556351732738695,0.7522456160163046,0.00422722687580077,0.0008964033807664549,0.08827430648291983,0.25344502639442007,0.5300988426964204,0.5246007491768956,0.7668854692800559,0.40111856211186636,0.2272837813232832,0.0767969562518995,0.0867843200862515,0.10059243705763096,0.01768707482993197,0.14285714285714285,0.5671634656342065,0.2902059108787897,0.44818677211454194,0.19171475760905426
2016-12-29,2016-12-29 23:59:59,SBER,1,0.742669032602055,0.6009914198848446,0.6157916903447161,0.3806189027239995,0.018380875227251854,0.018385969018008735,0.0,0.6814749401959753,0.6890208721789626,0.6400334214531174,0.6423566621273634,0.7748314550976293,0.753990275835497,0.7260823514671163,0.6537196103320767,0.6123619244769157,0.7998472251778441,0.7724825312022726,0.7282219804690387,0.7350902399798919,0.6362558594509791,0.8551770158097105,0.8165828350946536,0.7319533791676002,0.7358580784063112,0.7189390245500326,0.8529308499841466,0.8026317905029542,0.7356433180439967,0.7395203148047153,0.7343240941110876,0.8325783532073227,0.8130328574837629,0.7395949851855779,0.7578659236561104,0.7527938994406975,0.753069400467287,0.7749642571867456,0.7310068790828014,0.7328655703160452,0.7664628702029559,0.7819315849005151,0.07691528308612722,0.4058923431251797,0.5100889640195927,0.6060804146308739,0.6044589258657991,0.0013052432012539375,0.009128316471667347,0.29640968390704414,0.894540195247772,0.0022666660118405126,0.005063220191538444,0.19058243708362405,0.7532753122025956,0.00239491691781124,0.004473782422380298,0.07492712044370271,0.2561160025706621,0.5320873393233243,0.5248996387930425,0.7653762852791266,0.5284284839915117,0.16597140072790884,0.07691706897512943,0.07046835991194841,0.13975014208271874,0.01749271137026239,0.01020408163265306,0.7208055576133661,0.29926090650733206,0.7233716596325561,0.21628091072737257
2017-01-03,2017-01-03 23:59:59,SBER,0,0.8046246669266991,0.7113759021587787,0.8137303976535364,0.44113697985301803,0.021952716967403994,0.020886977559157197,1.0,0.7250921383370116,0.7881635728130805,0.7430674743370208,0.7662667589982237,0.7994355232185861,0.8110183163245254,0.8137900155810781,0.7379734910492289,0.6962855799085855,0.7837291011268831,0.7869162873777895,0.808143917016832,0.821136845678334,0.7158301450319805,0.8369772267626736,0.8465680906438375,0.8071164720653264,0.8158510833647232,0.8032380307920997,0.8502845588384118,0.850121982475345,0.8075888706558797,0.8152373221830793,0.8156840025677199,0.8344732072787873,0.850476550438648,0.8032985360269241,0.8232471886531547,0.8212625540430797,0.7576978355919337,0.8037237272434397,0.7878294440131739,0.7885239908092939,0.82490368632136,0.78245765389367,0.07782118788682137,0.4066691984128437,0.5094110247528046,0.7970192486672865,0.7696749631075661,0.004645066200485251,0.0032011617928310652,0.2234818566775884,0.8971076087987002,0.0011255760557248922,0.0048900457128315845,0.5504651850273075,0.703794131053943,0.0011255760557248922,0.006595782929695402,0.5311688084296673,0.2503874060964146,0.5311158543749854,0.5030861925093849,0.7492091328571666,0.6360414760142212,0.2646899477758771,0.07780368109220542,0.1807763311485029,0.2774645269357555,0.06462585034013606,0.0,0.7257338514923242,0.29311430046258546,0.7379534943998897,0.2227209612785511
2017-01-04,2017-01-04 23:59:59,SBER,0,0.8547757197074749,0.49871028505315557,0.6005440737620206,0.42627240385067494,0.010431977831682652,0.010412109773379828,1.0,0.6963876193815107,0.7060418799606998,0.6391157027575687,0.6189405420927206,0.8111956859579066,0.7761270798069093,0.7553682045190511,0.6769614425041278,0.6281166484414737,0.7715271387400776,0.7527516445482089,0.7571493900435059,0.764984399586439,0.6613358108493786,0.8250739944056994,0.8377564595332704,0.7594662758908911,0.7649592333155234,0.748991417841351,0.8508593607978624,0.8368992155363936,0.7620146792166786,0.7671514588297329,0.7641953640084346,0.8364995160302711,0.8293277949393556,0.7637519716233833,0.781535723555331,0.777169852689178,0.7596907959130058,0.787228165809433,0.7539929862770982,0.7544333511422738,0.7884169378880842,0.782647321607495,0.07720244059647154,0.40669780506449876,0.5099435500963816,0.5850499737541542,0.5572464241105198,0.009658718575763909,0.0022543938640196305,0.11725957200323572,0.8949980942229862,0.004689491283296425,0.0014818235936377635,0.26373182633329567,0.7483429112983524,0.004689491283296425,0.0019987107151348774,0.2701960182585618,0.2546625649506696,0.5296206745367705,0.5236536955966553,0.762753830977377,0.3543486144458103,0.2634999128144726,0.07719795239667199,0.033133062921053336,0.1676343753293163,0.01877551020408163,0.02040816326530612,0.561786469097025,0.29496921097317563,0.5437224823084489,0.21470008531140938
2017-01-05,2017-01-05 23:59:59,SBER,1,0.748587286826338,0.499161756786856,0.602713318374522,0.3796931082663467,0.01150204313899918,0.011516796952035932,0.0,0.6844723191386208,0.6537804328225019,0.5848331021362344,0.5556952091772643,0.8214440001248673,0.7588917836116108,0.7094448913929309,0.6336181043771738,0.5842115312339914,0.7585626182066976,0.7476337383002198,0.7141973502121501,0.7207863378047409,0.6212358214310754,0.8146141177973765,0.8117631696725949,0.7179372294792313,0.7227973571523807,0.7062647056368137,0.8513027380979978,0.8156147231784046,0.721476517181247,0.7260832096896486,0.7219452698442005,0.8376329787158429,0.8018177314206405,0.7270972756687398,0.7437008452643482,0.7379753882249857,0.760393061607815,0.7768229694131178,0.7219565516158755,0.7225267813102632,0.754638375141738,0.78264342573655,0.07676833663195058,0.4062681817388619,0.5108919839373894,0.5513339365827971,0.5346325663631244,0.004488215709447356,0.0017470114694963408,0.047197068548361046,0.8950256853892766,0.0034185165944829376,0.0014457601637813957,0.18239944761499394,0.466400726892489,0.0037313356726670853,0.001548873335433927,0.16182362596244157,0.2506834596837256,0.5290209957090999,0.5230105001315598,0.7610914222520837,0.36503836832355663,0.19872984250689563,0.0767732164038831,0.05028118551727515,0.15841544092010343,0.01870748299319728,0.02040816326530612,0.5717475659877745,0.29086131129282544,0.47638685036184164,0.22274206060266363
