OPEN,CLOSE,HIGH,LOW,VALUE,VOLUME,BEGIN,END,SECID
636.0,623.3,636.9,620.4,596040415.0,949610,2016-02-05 00:00:00,2016-02-05 23:59:59,NVTK
624.4,604.1,628.6,601.0,857123993.0,1398100,2016-02-08 00:00:00,2016-02-08 23:59:59,NVTK
600.0,604.9,616.0,598.6,1181838647.0,1951960,2016-02-09 00:00:00,2016-02-09 23:59:59,NVTK
602.0,615.8,619.6,597.8,990413878.0,1627470,2016-02-10 00:00:00,2016-02-10 23:59:59,NVTK
613.2,597.0,613.2,594.1,1496866622.0,2496410,2016-02-11 00:00:00,2016-02-11 23:59:59,NVTK
602.3,610.0,613.7,602.0,724539765.0,1189670,2016-02-12 00:00:00,2016-02-12 23:59:59,NVTK
614.9,607.2,615.9,601.0,494643326.0,812350,2016-02-15 00:00:00,2016-02-15 23:59:59,NVTK
613.0,605.2,617.8,602.3,558301102.0,913820,2016-02-16 00:00:00,2016-02-16 23:59:59,NVTK
602.9,615.7,621.8,602.9,684015888.0,1111910,2016-02-17 00:00:00,2016-02-17 23:59:59,NVTK
617.1,636.3,636.3,617.0,720699339.0,1146120,2016-02-18 00:00:00,2016-02-18 23:59:59,NVTK
633.9,629.5,633.9,618.3,910727334.0,1461930,2016-02-19 00:00:00,2016-02-19 23:59:59,NVTK
626.0,621.4,628.1,620.2,69116274.0,110650,2016-02-20 00:00:00,2016-02-20 23:59:59,NVTK
623.5,640.3,640.6,622.3,446745281.0,704900,2016-02-22 00:00:00,2016-02-22 23:59:59,NVTK
630.3,630.8,634.3,621.8,777420452.0,1238150,2016-02-24 00:00:00,2016-02-24 23:59:59,NVTK
631.2,634.3,636.7,616.3,1042129021.0,1656450,2016-02-25 00:00:00,2016-02-25 23:59:59,NVTK
636.1,630.1,650.0,629.6,1317056599.0,2051470,2016-02-26 00:00:00,2016-02-26 23:59:59,NVTK
628.7,646.0,646.0,622.1,756973973.0,1192490,2016-02-29 00:00:00,2016-02-29 23:59:59,NVTK
641.3,637.8,650.0,637.4,593895393.0,924170,2016-03-01 00:00:00,2016-03-01 23:59:59,NVTK
645.3,636.0,650.0,634.0,709124345.0,1107090,2016-03-02 00:00:00,2016-03-02 23:59:59,NVTK
636.5,628.9,641.8,625.9,935761403.0,1477160,2016-03-03 00:00:00,2016-03-03 23:59:59,NVTK
630.2,625.7,633.6,624.0,620077217.0,988670,2016-03-04 00:00:00,2016-03-04 23:59:59,NVTK
627.0,639.6,641.8,624.3,586037369.0,924690,2016-03-07 00:00:00,2016-03-07 23:59:59,NVTK
630.6,632.0,640.8,625.8,681548763.0,1078160,2016-03-09 00:00:00,2016-03-09 23:59:59,NVTK
629.5,634.0,641.4,628.0,438613254.0,689490,2016-03-10 00:00:00,2016-03-10 23:59:59,NVTK
636.2,624.4,639.5,622.7,734303699.0,1165130,2016-03-11 00:00:00,2016-03-11 23:59:59,NVTK
629.3,624.0,629.3,615.0,549808112.0,885440,2016-03-14 00:00:00,2016-03-14 23:59:59,NVTK
626.0,620.6,630.0,620.6,1768408886.0,2827340,2016-03-15 00:00:00,2016-03-15 23:59:59,NVTK
622.4,623.8,626.3,620.5,478285736.0,767580,2016-03-16 00:00:00,2016-03-16 23:59:59,NVTK
626.6,610.5,638.5,610.3,2098642409.0,3371950,2016-03-17 00:00:00,2016-03-17 23:59:59,NVTK
613.3,610.5,622.7,610.5,1643807889.0,2667580,2016-03-18 00:00:00,2016-03-18 23:59:59,NVTK
612.0,612.5,613.5,605.5,715865500.0,1174880,2016-03-21 00:00:00,2016-03-21 23:59:59,NVTK
612.7,616.2,622.0,608.7,802215166.0,1307110,2016-03-22 00:00:00,2016-03-22 23:59:59,NVTK
614.0,608.5,624.3,605.2,695663667.0,1131180,2016-03-23 00:00:00,2016-03-23 23:59:59,NVTK
606.6,606.5,611.7,603.8,523408314.0,862200,2016-03-24 00:00:00,2016-03-24 23:59:59,NVTK
607.6,608.0,610.9,606.4,181694987.0,298800,2016-03-25 00:00:00,2016-03-25 23:59:59,NVTK
610.0,602.2,612.6,599.8,276568067.0,457400,2016-03-28 00:00:00,2016-03-28 23:59:59,NVTK
603.7,597.5,603.9,588.8,480738179.0,807090,2016-03-29 00:00:00,2016-03-29 23:59:59,NVTK
599.5,599.6,606.0,597.1,633253982.0,1054050,2016-03-30 00:00:00,2016-03-30 23:59:59,NVTK
598.9,598.0,604.9,591.6,658450898.0,1097240,2016-03-31 00:00:00,2016-03-31 23:59:59,NVTK
597.0,590.0,597.4,583.7,732296651.0,1240770,2016-04-01 00:00:00,2016-04-01 23:59:59,NVTK
592.0,590.0,597.0,588.2,617818662.0,1042210,2016-04-04 00:00:00,2016-04-04 23:59:59,NVTK
588.0,600.0,601.8,585.0,940115447.0,1574630,2016-04-05 00:00:00,2016-04-05 23:59:59,NVTK
603.0,601.6,605.0,595.3,851667366.0,1420380,2016-04-06 00:00:00,2016-04-06 23:59:59,NVTK
603.8,591.7,604.9,588.8,623495560.0,1049410,2016-04-07 00:00:00,2016-04-07 23:59:59,NVTK
592.7,584.4,594.5,584.4,634377427.0,1075780,2016-04-08 00:00:00,2016-04-08 23:59:59,NVTK
586.4,596.8,598.4,581.3,1172541279.0,1991230,2016-04-11 00:00:00,2016-04-11 23:59:59,NVTK
598.7,599.0,606.1,596.1,938518999.0,1557360,2016-04-12 00:00:00,2016-04-12 23:59:59,NVTK
601.2,610.0,615.0,601.2,1288811227.0,2110790,2016-04-13 00:00:00,2016-04-13 23:59:59,NVTK
610.0,601.7,615.5,600.0,974389252.0,1607850,2016-04-14 00:00:00,2016-04-14 23:59:59,NVTK
602.8,602.3,605.6,598.0,563734452.0,936900,2016-04-15 00:00:00,2016-04-15 23:59:59,NVTK
596.9,604.0,604.8,596.2,818265623.0,1363740,2016-04-18 00:00:00,2016-04-18 23:59:59,NVTK
604.0,604.6,610.5,598.6,928107172.0,1533560,2016-04-19 00:00:00,2016-04-19 23:59:59,NVTK
602.6,604.2,607.3,588.0,1304358214.0,2181670,2016-04-20 00:00:00,2016-04-20 23:59:59,NVTK
608.0,607.7,610.0,596.0,1008243650.0,1669380,2016-04-21 00:00:00,2016-04-21 23:59:59,NVTK
607.9,611.0,615.3,602.6,791387738.0,1297480,2016-04-22 00:00:00,2016-04-22 23:59:59,NVTK
611.0,607.1,619.0,607.1,779571459.0,1271220,2016-04-25 00:00:00,2016-04-25 23:59:59,NVTK
607.6,610.9,615.5,605.2,417765035.0,685520,2016-04-26 00:00:00,2016-04-26 23:59:59,NVTK
612.0,613.0,623.6,605.6,1001155292.0,1631000,2016-04-27 00:00:00,2016-04-27 23:59:59,NVTK
615.3,638.1,638.3,613.6,1021271158.0,1631710,2016-04-28 00:00:00,2016-04-28 23:59:59,NVTK
632.2,612.8,642.4,612.1,977933287.0,1559070,2016-04-29 00:00:00,2016-04-29 23:59:59,NVTK
610.0,623.0,632.0,606.4,822908775.0,1326630,2016-05-04 00:00:00,2016-05-04 23:59:59,NVTK
624.0,611.1,624.0,610.8,597511346.0,970200,2016-05-05 00:00:00,2016-05-05 23:59:59,NVTK
611.5,618.9,623.7,609.9,587166778.0,948570,2016-05-06 00:00:00,2016-05-06 23:59:59,NVTK
618.1,623.9,631.0,614.0,597867940.0,962190,2016-05-10 00:00:00,2016-05-10 23:59:59,NVTK
629.0,628.8,629.4,616.3,683900852.0,1095290,2016-05-11 00:00:00,2016-05-11 23:59:59,NVTK
629.0,620.3,629.2,618.0,490529063.0,789130,2016-05-12 00:00:00,2016-05-12 23:59:59,NVTK
619.0,618.4,621.2,612.3,532718512.0,864370,2016-05-13 00:00:00,2016-05-13 23:59:59,NVTK
618.8,626.4,630.0,618.0,456873158.0,729870,2016-05-16 00:00:00,2016-05-16 23:59:59,NVTK
628.0,632.3,634.7,618.9,559228340.0,895710,2016-05-17 00:00:00,2016-05-17 23:59:59,NVTK
630.2,639.2,643.8,628.0,587402266.0,920830,2016-05-18 00:00:00,2016-05-18 23:59:59,NVTK
637.0,642.6,646.0,632.2,499425381.0,780160,2016-05-19 00:00:00,2016-05-19 23:59:59,NVTK
641.1,654.5,654.9,641.1,676749973.0,1043190,2016-05-20 00:00:00,2016-05-20 23:59:59,NVTK
652.8,648.7,654.3,645.3,439200637.0,677000,2016-05-23 00:00:00,2016-05-23 23:59:59,NVTK
648.0,651.3,654.5,648.0,317614201.0,487240,2016-05-24 00:00:00,2016-05-24 23:59:59,NVTK
654.9,657.3,658.1,647.2,301622788.0,461190,2016-05-25 00:00:00,2016-05-25 23:59:59,NVTK
657.3,652.0,668.8,649.0,672714834.0,1020830,2016-05-26 00:00:00,2016-05-26 23:59:59,NVTK
651.1,659.9,661.3,646.9,524429945.0,800300,2016-05-27 00:00:00,2016-05-27 23:59:59,NVTK
659.0,671.8,673.5,658.7,253737519.0,381180,2016-05-30 00:00:00,2016-05-30 23:59:59,NVTK
669.9,659.4,671.9,651.5,602467431.0,915120,2016-05-31 00:00:00,2016-05-31 23:59:59,NVTK
652.2,659.0,659.7,648.3,513782621.0,786530,2016-06-01 00:00:00,2016-06-01 23:59:59,NVTK
657.3,660.8,665.0,647.0,417347048.0,637580,2016-06-02 00:00:00,2016-06-02 23:59:59,NVTK
661.0,654.4,665.0,645.1,647047825.0,989360,2016-06-03 00:00:00,2016-06-03 23:59:59,NVTK
654.4,651.1,665.0,651.1,562017709.0,852600,2016-06-06 00:00:00,2016-06-06 23:59:59,NVTK
654.4,673.9,679.0,650.1,658394362.0,986520,2016-06-07 00:00:00,2016-06-07 23:59:59,NVTK
677.7,665.9,682.0,664.7,671497771.0,1000730,2016-06-08 00:00:00,2016-06-08 23:59:59,NVTK
667.8,680.0,683.7,661.1,796382106.0,1179380,2016-06-09 00:00:00,2016-06-09 23:59:59,NVTK
680.0,662.0,683.1,659.1,462815919.0,692750,2016-06-10 00:00:00,2016-06-10 23:59:59,NVTK
658.7,663.6,669.2,654.0,488530348.0,740070,2016-06-14 00:00:00,2016-06-14 23:59:59,NVTK
661.1,655.0,671.5,655.0,961069266.0,1444860,2016-06-15 00:00:00,2016-06-15 23:59:59,NVTK
655.0,649.3,659.9,641.2,761520452.0,1174080,2016-06-16 00:00:00,2016-06-16 23:59:59,NVTK
653.3,669.6,669.6,643.5,624399345.0,945250,2016-06-17 00:00:00,2016-06-17 23:59:59,NVTK
660.5,667.0,667.0,656.2,517503309.0,782090,2016-06-20 00:00:00,2016-06-20 23:59:59,NVTK
666.7,659.6,671.0,651.3,552926582.0,835550,2016-06-21 00:00:00,2016-06-21 23:59:59,NVTK
656.2,651.2,665.0,651.2,346631937.0,525700,2016-06-22 00:00:00,2016-06-22 23:59:59,NVTK
651.2,658.1,662.0,642.5,354769398.0,544400,2016-06-23 00:00:00,2016-06-23 23:59:59,NVTK
641.2,630.3,645.9,627.2,910145544.0,1433790,2016-06-24 00:00:00,2016-06-24 23:59:59,NVTK
637.0,628.4,637.0,622.0,450713909.0,717920,2016-06-27 00:00:00,2016-06-27 23:59:59,NVTK
632.4,627.8,638.0,627.1,382680460.0,604750,2016-06-28 00:00:00,2016-06-28 23:59:59,NVTK
634.0,641.9,642.7,628.6,361671348.0,567890,2016-06-29 00:00:00,2016-06-29 23:59:59,NVTK
638.0,647.6,648.0,638.0,356528760.0,552540,2016-06-30 00:00:00,2016-06-30 23:59:59,NVTK
648.3,644.2,652.4,642.2,322430415.0,497900,2016-07-01 00:00:00,2016-07-01 23:59:59,NVTK
644.5,641.5,650.0,639.2,198701999.0,308900,2016-07-04 00:00:00,2016-07-04 23:59:59,NVTK
